"Entrez","ENSG","trt","untrt","baseMean","log2FoldChange","pvalue","padj","Symbol"
"5991","ENSG00000080298",7.913,7.983,7.948,0.091,0.8446,0.9522,"RFX3"
"3340","ENSG00000070614",13.056,12.846,12.951,-0.048,0.8449,0.9524,"NDST1"
"23770","ENSG00000105701",12.492,12.4,12.446,-0.035,0.8452,0.9524,"FKBP8"
"5588","ENSG00000065675",6.285,6.202,6.244,0.155,0.845,0.9524,"PRKCQ"
"7182","ENSG00000177463",10.515,10.654,10.585,0.03,0.8454,0.9526,"NR2C2"
"84944","ENSG00000143194",6.21,6.254,6.232,-0.092,0.8455,0.9526,"MAEL"
"6938","ENSG00000140262",11.486,11.631,11.559,-0.046,0.8461,0.953,"TCF12"
"7388","ENSG00000173660",10.484,10.492,10.488,0.091,0.8459,0.953,"UQCRH"
"4804","ENSG00000064300",6.322,6.318,6.32,0.029,0.8464,0.9532,"NGFR"
"767557","ENSG00000254806",6.688,7.175,6.932,-0.049,0.8463,0.9532,"SYS1-DBNDD2"
"400508","ENSG00000189149",6.517,6.621,6.569,-0.091,0.8463,0.9532,"CRYM-AS1"
"57633","ENSG00000175928",6.487,6.896,6.692,0.018,0.847,0.9535,"LRRN1"
"219738","ENSG00000171224",6.67,6.751,6.711,-0.119,0.847,0.9535,"FAM241B"
"286370","ENSG00000227555",6.404,6.32,6.362,0.144,0.8468,0.9535,"MIR4290HG"
"10336","ENSG00000185619",10.195,10.126,10.161,0.027,0.8472,0.9536,"PCGF3"
"595135","ENSG00000277778",7.458,7.781,7.619,-0.033,0.8473,0.9536,"PGM5P2"
"245972","ENSG00000147614",6.301,6.337,6.319,0.109,0.8472,0.9536,"ATP6V0D2"
"89958","ENSG00000186193",6.545,6.472,6.508,0.365,0.8474,0.9537,"SAPCD2"
"55187","ENSG00000048707",12.078,11.246,11.662,-0.043,0.8476,0.9538,"VPS13D"
"1112","ENSG00000053254",12.122,11.711,11.916,-0.037,0.8481,0.9539,"FOXN3"
"23760","ENSG00000180957",10.418,10.157,10.287,-0.017,0.8477,0.9539,"PITPNB"
"2091","ENSG00000105202",10.151,9.986,10.068,0.085,0.8479,0.9539,"FBL"
"26088","ENSG00000100083",9.698,9.717,9.707,-0.282,0.848,0.9539,"GGA1"
"101927009","ENSG00000261617",6.364,6.29,6.327,0.115,0.848,0.9539,"LINC02177"
"10534","ENSG00000173465",8.855,8.91,8.883,0.117,0.8478,0.9539,"SSSCA1"
"89874","ENSG00000183032",6.637,6.734,6.686,0.098,0.8484,0.9542,"SLC25A21"
"100131315","ENSG00000259721",7.665,8.024,7.845,0.029,0.8488,0.9543,"AC090877.2"
"55178","ENSG00000171861",8.163,7.995,8.079,0.054,0.8486,0.9543,"MRM3"
"57178","ENSG00000108175",11.696,11.99,11.843,-0.031,0.8486,0.9543,"ZMIZ1"
"80213","ENSG00000184277",9.463,9.385,9.424,-0.026,0.8492,0.9546,"TM2D3"
"5618","ENSG00000113494",6.421,6.37,6.395,-0.072,0.8491,0.9546,"PRLR"
"618","ENSG00000236824",7.657,7.896,7.777,-0.166,0.8496,0.9547,"BCYRN1"
"3603","ENSG00000172349",10.372,9.462,9.917,-0.049,0.8496,0.9547,"IL16"
"6773","ENSG00000170581",12.98,12.785,12.882,-0.049,0.8493,0.9547,"STAT2"
"11068","ENSG00000271858",6.598,6.528,6.563,-0.027,0.8495,0.9547,"CYB561D2"
"100130890","ENSG00000228439",7.327,7.399,7.363,0.092,0.8494,0.9547,"TSTD3"
"90668","ENSG00000186648",6.528,6.374,6.451,0.088,0.8494,0.9547,"CARMIL3"
"284083","ENSG00000181013",6.24,6.16,6.2,0.1,0.8496,0.9547,"C17orf47"
"107987545","ENSG00000243896",7.136,7.183,7.159,0.038,0.8498,0.9548,"OR2A7"
"23129","ENSG00000004399",11.785,11.868,11.826,0.159,0.8498,0.9548,"PLXND1"
"89876","ENSG00000183833",6.688,6.605,6.646,0.105,0.85,0.9548,"MAATS1"
"55074","ENSG00000164830",9.86,10.042,9.951,0.122,0.85,0.9548,"OXR1"
"54991","ENSG00000131591",7.929,7.951,7.94,0.124,0.8501,0.9549,"C1orf159"
"8473","ENSG00000147162",12.523,12.477,12.5,0.123,0.8503,0.955,"OGT"
"51802","ENSG00000256394",6.16,6.347,6.253,-0.181,0.8504,0.955,"ASIC5"
"91316","ENSG00000228315",8.826,8.979,8.902,0.17,0.8505,0.9551,"GUSBP11"
"2941","ENSG00000170899",8.8,9.346,9.073,-0.03,0.8513,0.9552,"GSTA4"
"101927123","ENSG00000244215",6.283,6.459,6.371,0.019,0.8506,0.9552,"LINC02016"
"10252","ENSG00000164056",9.911,9.607,9.759,-0.025,0.8508,0.9552,"SPRY1"
"9912","ENSG00000006740",7.235,7.241,7.238,0.025,0.8507,0.9552,"ARHGAP44"
"219972","ENSG00000197629",6.332,6.241,6.287,0.071,0.8511,0.9552,"MPEG1"
"144423","ENSG00000151948",6.194,6.384,6.289,-0.048,0.8512,0.9552,"GLT1D1"
"26065","ENSG00000257103",10.992,11.032,11.012,-0.108,0.8512,0.9552,"LSM14A"
"79269","ENSG00000122741",10.205,10.158,10.181,-0.028,0.8515,0.9552,"DCAF10"
"7036","ENSG00000106327",6.676,6.576,6.626,-0.157,0.8514,0.9552,"TFR2"
"284443","ENSG00000196268",7.977,8.115,8.046,-0.052,0.851,0.9552,"ZNF493"
"5273","ENSG00000242550",6.393,6.314,6.354,0.113,0.8515,0.9552,"SERPINB10"
"22950","ENSG00000163798",9.45,9.422,9.436,-0.029,0.8509,0.9552,"SLC4A1AP"
"5932","ENSG00000101773",9.304,9.098,9.201,0.512,0.8513,0.9552,"RBBP8"
"4720","ENSG00000158864",10.519,10.517,10.518,-0.05,0.8511,0.9552,"NDUFS2"
"5305","ENSG00000150867",9.854,9.64,9.747,0.056,0.8517,0.9553,"PIP4K2A"
"83543","ENSG00000126878",7.006,8.016,7.511,-0.018,0.8523,0.9556,"AIF1L"
"493812","ENSG00000228223",9.549,9.225,9.387,0.031,0.8525,0.9556,"HCG11"
"57161","ENSG00000139946",8.695,9.251,8.973,0.02,0.8531,0.9556,"PELI2"
"8000","ENSG00000167653",6.517,6.904,6.71,0.092,0.8525,0.9556,"PSCA"
"575","ENSG00000181790",6.199,6.401,6.3,0.046,0.8535,0.9556,"ADGRB1"
"7957","ENSG00000112425",7.942,7.943,7.942,-0.1,0.8525,0.9556,"EPM2A"
"100527950","ENSG00000274944",7.081,6.35,6.716,0.029,0.8527,0.9556,"GJA9-MYCBP"
"2357","ENSG00000171051",6.58,6.286,6.433,0.03,0.8537,0.9556,"FPR1"
"100188954","ENSG00000227695",6.431,6.374,6.403,0.035,0.8533,0.9556,"DNMBP-AS1"
"149371","ENSG00000116903",9.147,8.958,9.053,0.075,0.8533,0.9556,"EXOC8"
"114803","ENSG00000162601",10.142,10.205,10.174,-0.307,0.8538,0.9556,"MYSM1"
"79598","ENSG00000182504",8.279,8.383,8.331,-0.123,0.8537,0.9556,"CEP97"
"4591","ENSG00000108395",9.825,10.087,9.956,0.043,0.8526,0.9556,"TRIM37"
"374887","ENSG00000250067",7.538,7.447,7.493,0.115,0.8536,0.9556,"YJEFN3"
"2678","ENSG00000100031",7.321,7.254,7.287,-0.138,0.853,0.9556,"GGT1"
"139422","ENSG00000177689",6.314,6.215,6.265,-0.12,0.8522,0.9556,"MAGEB10"
"400804","ENSG00000234754",6.722,6.523,6.622,-0.193,0.8535,0.9556,"C1orf140"
"90580","ENSG00000142444",8.166,8.189,8.178,0.092,0.852,0.9556,"TIMM29"
"6642","ENSG00000028528",11.791,11.843,11.817,-0.066,0.8531,0.9556,"SNX1"
"79173","ENSG00000132016",6.657,6.817,6.737,0.035,0.8521,0.9556,"C19orf57"
"128439","ENSG00000174365",8.148,8.116,8.132,0.11,0.8534,0.9556,"SNHG11"
"124044","ENSG00000158792",7.903,7.694,7.799,-0.302,0.8524,0.9556,"SPATA2L"
"127428","ENSG00000116205",9.223,9.16,9.192,-0.116,0.8523,0.9556,"TCEANC2"
"2962","ENSG00000125651",10.534,10.69,10.612,-0.142,0.8534,0.9556,"GTF2F1"
"51646","ENSG00000119801",11.287,11.132,11.21,-0.107,0.8536,0.9556,"YPEL5"
"23037","ENSG00000133401",7.903,7.453,7.678,-0.051,0.8539,0.9557,"PDZD2"
"7743","ENSG00000136870",8.766,8.946,8.856,0.083,0.8541,0.9558,"ZNF189"
"8554","ENSG00000033800",10.178,10.172,10.175,0.046,0.8541,0.9558,"PIAS1"
"6319","ENSG00000099194",9.38,11.101,10.24,0.031,0.8544,0.9559,"SCD"
"1277","ENSG00000108821",15.844,17.111,16.477,0.036,0.8546,0.9559,"COL1A1"
"57484","ENSG00000170153",8.398,8.692,8.545,0.079,0.8545,0.9559,"RNF150"
"2287","ENSG00000100442",9.702,9.612,9.657,-0.048,0.8544,0.9559,"FKBP3"
"10531","ENSG00000107959",10.871,10.711,10.791,0.016,0.8548,0.9559,"PITRM1"
"23008","ENSG00000128607",9.886,9.935,9.91,0.073,0.8543,0.9559,"KLHDC10"
"284521","ENSG00000196071",6.274,6.263,6.268,0.068,0.8546,0.9559,"OR2L13"
"10156","ENSG00000105808",9.219,9.376,9.298,-0.095,0.855,0.956,"RASA4"
"83642","ENSG00000073169",9.393,8.98,9.187,-0.154,0.8551,0.956,"SELENOO"
"746","ENSG00000134825",9.823,9.864,9.843,-0.034,0.855,0.956,"TMEM258"
"79473","ENSG00000181001",6.425,6.345,6.385,-0.143,0.8549,0.956,"OR52N1"
"1591","ENSG00000019186",6.318,6.918,6.618,-0.022,0.8553,0.9562,"CYP24A1"
"339855","ENSG00000174611",6.198,6.407,6.303,-0.023,0.8554,0.9562,"KY"
"221937","ENSG00000164916",10.07,9.922,9.996,-0.035,0.8554,0.9562,"FOXK1"
"100652740","ENSG00000261359",6.283,6.289,6.286,-0.027,0.8556,0.9562,"PYCARD-AS1"
"91801","ENSG00000137760",8.345,8.25,8.297,-0.133,0.8555,0.9562,"ALKBH8"
"284900","ENSG00000235954",7.935,8.018,7.977,-0.3,0.8557,0.9563,"TTC28-AS1"
"387990","ENSG00000196860",6.31,6.241,6.275,-0.036,0.856,0.9564,"TOMM20L"
"55773","ENSG00000036054",10.533,10.313,10.423,0.035,0.8558,0.9564,"TBC1D23"
"79039","ENSG00000123064",9.801,9.871,9.836,-0.322,0.8558,0.9564,"DDX54"
"5311","ENSG00000118762",12.251,11.453,11.852,-0.189,0.856,0.9565,"PKD2"
"9656","ENSG00000137337",9.346,9.364,9.355,-0.025,0.8565,0.9567,"MDC1"
"110599564","ENSG00000284753",7.075,6.845,6.96,0.042,0.8564,0.9567,"EEF1AKMT4"
"7248","ENSG00000165699",10.758,10.769,10.764,-0.082,0.8564,0.9567,"TSC1"
"100142659","ENSG00000244693",7.239,7.091,7.165,0.022,0.8566,0.9568,"CTAGE8"
"100506119","ENSG00000233901",7.484,7.966,7.725,-0.02,0.8569,0.9569,"LINC01503"
"9743","ENSG00000134909",8.928,9.261,9.095,0.019,0.8573,0.9569,"ARHGAP32"
"65998","ENSG00000188070",10.008,10.491,10.249,-0.026,0.8568,0.9569,"C11orf95"
"55252","ENSG00000143970",10.596,10.717,10.657,-0.038,0.857,0.9569,"ASXL2"
"1398","ENSG00000167193",11.37,11.115,11.242,0.032,0.8572,0.9569,"CRK"
"10994","ENSG00000105135",9.705,9.82,9.762,-0.025,0.8573,0.9569,"ILVBL"
"101926895","ENSG00000259736",6.237,6.442,6.34,0.068,0.8573,0.9569,"CRTC3-AS1"
"340393","ENSG00000261587",6.331,6.458,6.395,0.099,0.8571,0.9569,"TMEM249"
"154","ENSG00000169252",6.632,6.783,6.707,0.095,0.8576,0.957,"ADRB2"
"441239","ENSG00000189316",6.212,6.356,6.284,0.041,0.8577,0.957,"AC073349.1"
"8815","ENSG00000175334",10.084,10.212,10.148,0.112,0.8576,0.957,"BANF1"
"5790","ENSG00000213402",6.425,6.247,6.336,-0.044,0.8577,0.957,"PTPRCAP"
"51393","ENSG00000187688",9.053,8.995,9.024,-0.152,0.8579,0.9572,"TRPV2"
"2","ENSG00000175899",14.376,13.806,14.091,-0.018,0.8582,0.9574,"A2M"
"2562","ENSG00000166206",7.383,7.529,7.456,-0.079,0.8583,0.9574,"GABRB3"
"105369154","ENSG00000270580",8.666,8.294,8.48,-0.037,0.8584,0.9574,"PKD1P6-NPIPP1"
"55652","ENSG00000211584",9.485,9.374,9.43,0.072,0.8583,0.9574,"SLC48A1"
"79098","ENSG00000182795",6.304,6.221,6.262,-0.119,0.8585,0.9574,"C1orf116"
"340061","ENSG00000184584",10.615,10.164,10.389,0.11,0.8591,0.9576,"TMEM173"
"100507489","ENSG00000229017",6.435,6.643,6.539,0.052,0.8592,0.9576,"LINC01277"
"100528032","ENSG00000213809",6.504,6.559,6.532,-0.019,0.8593,0.9576,"KLRK1"
"54919","ENSG00000164818",9.348,9.456,9.402,0.069,0.8594,0.9576,"DNAAF5"
"79968","ENSG00000092470",7.641,7.817,7.729,0.028,0.8587,0.9576,"WDR76"
"51154","ENSG00000053372",8.962,8.827,8.894,-0.118,0.8589,0.9576,"MRTO4"
"389434","ENSG00000009765",6.64,6.419,6.529,-0.142,0.8593,0.9576,"IYD"
"89","ENSG00000248746",6.326,6.304,6.315,0.121,0.859,0.9576,"ACTN3"
"642569","ENSG00000225581",6.261,6.16,6.211,0.08,0.8591,0.9576,"TRIM53AP"
"345274","ENSG00000145283",6.49,6.601,6.546,-0.037,0.8594,0.9577,"SLC10A6"
"57082","ENSG00000137812",7.174,7.25,7.212,-0.034,0.8596,0.9577,"KNL1"
"1130","ENSG00000143669",10.105,10.048,10.077,-0.046,0.8595,0.9577,"LYST"
"8813","ENSG00000000419",9.419,9.233,9.326,-0.028,0.8598,0.9578,"DPM1"
"5331","ENSG00000149782",9.801,9.617,9.709,-0.032,0.8602,0.958,"PLCB3"
"5000","ENSG00000115947",9.287,9.41,9.348,-0.085,0.8601,0.958,"ORC4"
"4493","ENSG00000169715",10.026,8.333,9.18,0.041,0.8604,0.9581,"MT1E"
"253558","ENSG00000172954",10.289,9.55,9.92,0.025,0.8604,0.9581,"LCLAT1"
"80119","ENSG00000140451",8.05,7.914,7.982,0.022,0.8604,0.9581,"PIF1"
"9746","ENSG00000139182",9.25,9.436,9.343,0.032,0.8606,0.9582,"CLSTN3"
"2878","ENSG00000211445",14.386,10.742,12.564,0.028,0.861,0.9585,"GPX3"
"724033","ENSG00000284419",6.408,6.498,6.453,0.149,0.8611,0.9585,"MIR663A"
"136895","ENSG00000153790",7.867,7.752,7.81,-0.035,0.861,0.9585,"C7orf31"
"55472","ENSG00000279331",6.701,6.824,6.762,-0.12,0.861,0.9585,"RBM12B-AS1"
"3833","ENSG00000237649",6.897,7.028,6.962,0.054,0.8612,0.9585,"KIFC1"
"8841","ENSG00000171720",9.981,10.044,10.012,-0.046,0.8617,0.959,"HDAC3"
"886","ENSG00000163394",8.824,10.561,9.693,-0.057,0.8626,0.9592,"CCKAR"
"309","ENSG00000197043",14.196,13.244,13.72,0.039,0.8627,0.9592,"ANXA6"
"104266956","ENSG00000223626",6.241,6.34,6.29,0.045,0.8629,0.9592,"LINC01044"
"8021","ENSG00000126883",10.284,10.305,10.295,0.061,0.863,0.9592,"NUP214"
"57050","ENSG00000132467",9.608,9.356,9.482,0.015,0.8629,0.9592,"UTP3"
"472","ENSG00000149311",11.173,11.164,11.168,-0.023,0.8626,0.9592,"ATM"
"85457","ENSG00000198894",8.849,8.746,8.797,-0.107,0.8626,0.9592,"CIPC"
"387","ENSG00000067560",13.294,13.137,13.216,0.024,0.8627,0.9592,"RHOA"
"3792","ENSG00000197993",6.62,6.617,6.619,0.072,0.8621,0.9592,"KEL"
"968","ENSG00000129226",10.702,10.812,10.757,0.129,0.863,0.9592,"CD68"
"5830","ENSG00000139197",9.809,9.84,9.825,-0.178,0.8622,0.9592,"PEX5"
"100532732","ENSG00000204410",7.651,7.781,7.716,-0.038,0.862,0.9592,"MSH5"
"286190","ENSG00000246366",6.691,6.739,6.715,0.109,0.8625,0.9592,"LACTB2-AS1"
"26789","ENSG00000207031",6.206,6.34,6.273,0.087,0.8628,0.9592,"SNORD59A"
"66008","ENSG00000115993",12.773,11.862,12.317,-0.023,0.8637,0.9596,"TRAK2"
"4548","ENSG00000116984",10.938,10.928,10.933,0.111,0.8635,0.9596,"MTR"
"701","ENSG00000156970",6.861,7.019,6.94,-0.037,0.8637,0.9596,"BUB1B"
"56965","ENSG00000137817",9.775,9.779,9.777,-0.103,0.8637,0.9596,"PARP6"
"6609","ENSG00000166311",11.724,11.846,11.785,-0.104,0.8635,0.9596,"SMPD1"
"79794","ENSG00000111412",10.026,9.844,9.935,-0.032,0.864,0.9599,"C12orf49"
"26238","ENSG00000146521",6.341,6.33,6.336,0.082,0.8641,0.9599,"LINC01558"
"8844","ENSG00000141068",8.925,9.493,9.209,0.031,0.8643,0.96,"KSR1"
"100532726","ENSG00000259112",6.214,6.618,6.416,0.097,0.8644,0.9601,"NDUFC2-KCTD14"
"50486","ENSG00000123689",6.707,7.525,7.116,-0.022,0.8648,0.9604,"G0S2"
"5154","ENSG00000197461",7.705,7.253,7.479,-0.015,0.8654,0.9604,"PDGFA"
"9289","ENSG00000205336",7.271,7.46,7.366,0.023,0.865,0.9604,"ADGRG1"
"166336","ENSG00000163637",9.985,9.515,9.75,0.026,0.8652,0.9604,"PRICKLE2"
"729171","ENSG00000229089",6.388,6.475,6.431,0.063,0.8651,0.9604,"ANKRD20A8P"
"55342","ENSG00000165209",7.9,7.885,7.892,-0.113,0.8648,0.9604,"STRBP"
"9526","ENSG00000129255",9.513,9.679,9.596,0.021,0.8651,0.9604,"MPDU1"
"199990","ENSG00000162585",9.667,9.625,9.646,-0.046,0.8653,0.9604,"FAAP20"
"1504","ENSG00000168925",6.281,6.267,6.274,-0.019,0.865,0.9604,"CTRB1"
"115196","ENSG00000172006",7.801,7.818,7.81,-0.061,0.8652,0.9604,"ZNF554"
"6883","ENSG00000120656",9.164,9.27,9.217,0.084,0.8654,0.9604,"TAF12"
"59284","ENSG00000105605",7.263,7.24,7.252,-0.015,0.8658,0.9605,"CACNG7"
"4199","ENSG00000065833",9.368,9.882,9.625,0.029,0.8656,0.9605,"ME1"
"10449","ENSG00000167315",10.481,10.282,10.382,-0.018,0.8658,0.9605,"ACAA2"
"339451","ENSG00000187961",8.274,8.305,8.29,0.021,0.8665,0.9605,"KLHL17"
"23433","ENSG00000119729",12.439,12.287,12.363,0.023,0.8657,0.9605,"RHOQ"
"14","ENSG00000127837",10.574,10.484,10.529,-0.036,0.8664,0.9605,"AAMP"
"391112","ENSG00000197532",6.557,6.701,6.629,-0.021,0.8663,0.9605,"OR6Y1"
"4738","ENSG00000129559",10.883,10.726,10.805,-0.015,0.8665,0.9605,"NEDD8"
"11135","ENSG00000128283",10.771,10.696,10.733,-0.035,0.866,0.9605,"CDC42EP1"
"5160","ENSG00000131828",9.836,9.698,9.767,-0.127,0.8662,0.9605,"PDHA1"
"408","ENSG00000137486",8.497,8.626,8.561,-0.058,0.8657,0.9605,"ARRB1"
"1936","ENSG00000104529",12.234,12.29,12.262,-0.458,0.8656,0.9605,"EEF1D"
"101927556","ENSG00000260927",6.478,6.535,6.507,-0.076,0.8656,0.9605,"AC009107.2"
"391109","ENSG00000173285",6.929,6.997,6.963,-0.117,0.8665,0.9605,"OR10K1"
"728175","ENSG00000180712",6.353,6.416,6.384,-0.115,0.8663,0.9605,"LINC02363"
"64065","ENSG00000112378",12.713,12.73,12.722,0.04,0.8668,0.9606,"PERP"
"3006","ENSG00000187837",8.438,8.265,8.352,0.032,0.867,0.9608,"HIST1H1C"
"65108","ENSG00000175130",9.037,9.926,9.482,-0.032,0.8671,0.9609,"MARCKSL1"
"83468","ENSG00000120820",9.871,10.249,10.06,0.039,0.8673,0.9609,"GLT8D2"
"667","ENSG00000151914",13.78,14.065,13.922,0.032,0.8672,0.9609,"DST"
"724102","ENSG00000281398",8.104,7.988,8.046,-0.037,0.8674,0.9609,"SNHG4"
"400746","ENSG00000184454",6.437,6.41,6.424,-0.114,0.8674,0.9609,"NCMAP"
"57657","ENSG00000143630",7.6,7.766,7.683,-0.042,0.8676,0.961,"HCN3"
"238","ENSG00000171094",6.39,6.353,6.371,0.101,0.8676,0.961,"ALK"
"5396","ENSG00000116132",12.057,12.779,12.418,-0.122,0.8678,0.9611,"PRRX1"
"8975","ENSG00000058056",9.235,9.043,9.139,-0.018,0.8684,0.9612,"USP13"
"55304","ENSG00000172296",8.016,8.524,8.27,0.038,0.8683,0.9612,"SPTLC3"
"57655","ENSG00000089351",9.719,9.88,9.799,0.024,0.8681,0.9612,"GRAMD1A"
"79624","ENSG00000146476",9.658,9.46,9.559,0.069,0.8684,0.9612,"ARMT1"
"9991","ENSG00000119314",9.675,9.672,9.673,-0.091,0.8685,0.9612,"PTBP3"
"153396","ENSG00000164180",8.831,8.691,8.761,-0.077,0.8681,0.9612,"TMEM161B"
"284632","ENSG00000230023",6.24,6.32,6.28,-0.032,0.868,0.9612,"AL590683.1"
"80755","ENSG00000266967",8.636,8.726,8.681,0.144,0.8685,0.9612,"AARSD1"
"64216","ENSG00000162851",8.303,8.131,8.217,0.108,0.8683,0.9612,"TFB2M"
"4357","ENSG00000128309",9.811,9.041,9.426,-0.163,0.8689,0.9613,"MPST"
"23529","ENSG00000175505",7.915,7.965,7.94,-0.08,0.8688,0.9613,"CLCF1"
"100506100","ENSG00000223478",6.747,6.728,6.738,0.073,0.8689,0.9613,"AL441992.1"
"6049","ENSG00000127870",9.823,9.743,9.783,-0.111,0.8691,0.9614,"RNF6"
"2550","ENSG00000204681",9.749,9.507,9.628,0.017,0.8691,0.9614,"GABBR1"
"102724560","ENSG00000160200",8.485,7.733,8.109,0.025,0.8703,0.9615,"CBS"
"23072","ENSG00000002746",7.892,7.913,7.903,-0.018,0.8704,0.9615,"HECW1"
"57537","ENSG00000184985",7.723,7.134,7.429,0.076,0.8696,0.9615,"SORCS2"
"3659","ENSG00000125347",9.044,9.471,9.257,0.047,0.8703,0.9615,"IRF1"
"79944","ENSG00000087299",7.876,7.969,7.922,-0.159,0.8698,0.9615,"L2HGDH"
"51693","ENSG00000167515",9.516,9.794,9.655,-0.028,0.8695,0.9615,"TRAPPC2L"
"146057","ENSG00000128881",9.601,9.654,9.627,-0.028,0.8703,0.9615,"TTBK2"
"440352","ENSG00000198106",6.955,7.114,7.035,-0.118,0.8696,0.9615,"SNX29P2"
"57019","ENSG00000005194",9.222,9.164,9.193,-0.046,0.8693,0.9615,"CIAPIN1"
"27233","ENSG00000198075",6.422,6.629,6.526,0.025,0.8697,0.9615,"SULT1C4"
"100506241","ENSG00000215403",6.369,6.491,6.43,-0.064,0.8699,0.9615,"LL22NC01-81G9.3"
"90639","ENSG00000240230",8.222,8.405,8.314,0.029,0.8704,0.9615,"COX19"
"4719","ENSG00000023228",10.949,10.808,10.879,0.084,0.8703,0.9615,"NDUFS1"
"201625","ENSG00000174844",6.511,6.475,6.493,0.062,0.8693,0.9615,"DNAH12"
"54808","ENSG00000141627",10.128,10.306,10.217,-0.433,0.8699,0.9615,"DYM"
"653121","ENSG00000160062",8.621,8.489,8.555,-0.037,0.8706,0.9616,"ZBTB8A"
"64359","ENSG00000167693",10.756,10.803,10.779,0.022,0.871,0.9617,"NXN"
"105370479","ENSG00000258616",6.273,6.233,6.253,0.082,0.871,0.9617,"LINC02303"
"117283","ENSG00000161896",7.164,7.048,7.106,-0.026,0.8718,0.9621,"IP6K3"
"6618","ENSG00000104976",8.939,8.605,8.772,-0.027,0.8715,0.9621,"SNAPC2"
"285286","ENSG00000241163",6.28,6.515,6.397,-0.062,0.8719,0.9621,"LINC00877"
"152926","ENSG00000163644",9.698,9.673,9.686,0.044,0.8717,0.9621,"PPM1K"
"23304","ENSG00000024048",10.578,10.46,10.519,-0.047,0.8718,0.9621,"UBR2"
"64084","ENSG00000158258",7.291,7.162,7.226,0.017,0.8725,0.9626,"CLSTN2"
"163071","ENSG00000178150",6.308,6.383,6.345,-0.059,0.8725,0.9626,"ZNF114"
"5423","ENSG00000070501",7.791,7.952,7.872,-0.071,0.8726,0.9627,"POLB"
"105378828","ENSG00000261737",6.736,6.712,6.724,-0.058,0.8727,0.9627,"AL049597.2"
"9640","ENSG00000166716",10.034,9.94,9.987,0.032,0.873,0.9628,"ZNF592"
"388815","ENSG00000215386",7.596,8.378,7.987,-0.031,0.8744,0.963,"MIR99AHG"
"3664","ENSG00000117595",7.439,7.286,7.362,0.07,0.8746,0.963,"IRF6"
"120892","ENSG00000188906",10.39,9.887,10.138,-0.021,0.8737,0.963,"LRRK2"
"27245","ENSG00000126705",9.255,9.719,9.487,0.017,0.8744,0.963,"AHDC1"
"57469","ENSG00000204851",7.852,7.827,7.84,-0.036,0.8742,0.963,"PNMA8B"
"3597","ENSG00000131724",10.827,10.827,10.827,0.022,0.8749,0.963,"IL13RA1"
"102723451","ENSG00000222018",6.461,6.576,6.519,-0.091,0.8734,0.963,"FAM243A"
"339327","ENSG00000187187",7.741,8.04,7.891,0.024,0.8746,0.963,"ZNF546"
"349152","ENSG00000170629",7.441,7.673,7.557,0.043,0.8744,0.963,"DPY19L2P2"
"730183","ENSG00000261840",6.808,6.886,6.847,0.101,0.8748,0.963,"AC093249.6"
"93487","ENSG00000168175",10.567,10.352,10.459,0.02,0.8745,0.963,"MAPK1IP1L"
"7750","ENSG00000121741",10.717,10.714,10.716,0.042,0.8741,0.963,"ZMYM2"
"3014","ENSG00000188486",8.453,8.379,8.416,-0.101,0.8739,0.963,"H2AFX"
"6158","ENSG00000108107",13.174,13.309,13.241,0.025,0.8746,0.963,"RPL28"
"1999","ENSG00000163435",6.38,6.572,6.476,-0.037,0.8734,0.963,"ELF3"
"56889","ENSG00000077147",12.4,12.255,12.327,0.026,0.8735,0.963,"TM9SF3"
"84629","ENSG00000182095",12.149,11.967,12.058,0.024,0.8747,0.963,"TNRC18"
"83986","ENSG00000167930",11.3,11.201,11.251,-0.018,0.8741,0.963,"FAM234A"
"79840","ENSG00000187736",8.441,8.364,8.402,-0.051,0.8744,0.963,"NHEJ1"
"4585","ENSG00000145113",6.394,6.419,6.406,0.074,0.874,0.963,"MUC4"
"64081","ENSG00000108187",8.317,8.258,8.287,0.089,0.875,0.963,"PBLD"
"387723","ENSG00000237489",7.221,7.357,7.289,0.066,0.8744,0.963,"C10orf143"
"54822","ENSG00000092439",11.134,10.965,11.05,-0.129,0.8751,0.9631,"TRPM7"
"10171","ENSG00000120158",7.726,7.759,7.742,0.062,0.8752,0.9632,"RCL1"
"1410","ENSG00000109846",11.079,10.593,10.836,0.029,0.8755,0.9634,"CRYAB"
"57522","ENSG00000196935",10.753,10.876,10.815,0.029,0.8756,0.9634,"SRGAP1"
"199777","ENSG00000188171",8.066,8.235,8.151,0.014,0.8756,0.9634,"ZNF626"
"8178","ENSG00000105656",9.137,8.838,8.988,-0.02,0.8757,0.9635,"ELL"
"197258","ENSG00000157353",8.483,8.337,8.41,-0.024,0.8758,0.9635,"FUK"
"6992","ENSG00000204619",10.108,10.121,10.115,0.051,0.8759,0.9635,"PPP1R11"
"91351","ENSG00000181381",9.835,9.45,9.642,-0.026,0.8763,0.9636,"DDX60L"
"89866","ENSG00000120341",7.692,8.22,7.956,0.016,0.8764,0.9636,"SEC16B"
"4319","ENSG00000166670",6.337,6.769,6.553,-0.09,0.8761,0.9636,"MMP10"
"55656","ENSG00000164941",9.506,9.573,9.539,0.057,0.8762,0.9636,"INTS8"
"3273","ENSG00000113905",6.536,6.446,6.491,-0.017,0.8765,0.9636,"HRG"
